
"P E A K   F R A M E   E L E M E N T   I N T E R N A L   F O R C E S    (local)",
 "Elmnt",  ".", "Nx", "Vy", "Vz",  "Txx", "Myy", "Mzz", 
   140, "min",     21.508,      -0.000,     -0.000,      0.000,     -0.013,     -0.231
   141, "max",      8.902,      -0.000,      0.000,      0.000,      0.000,      0.000
   141, "min",      8.902,      -0.000,      0.000,      0.000,      0.000,     -0.000
   142, "max",     13.652,      -0.000,     -0.000,      0.000,      0.009,     -0.492
   142, "min",     13.652,      -0.000,     -0.000,      0.000,      0.009,     -0.492
   143, "max",     -0.711,       0.000,     -0.000,      0.000,      0.009,     -0.445
   143, "min",     -0.711,       0.000,     -0.000,      0.000,      0.009,     -0.445
   144, "max",     -1.525,       0.000,      0.000,      0.000,      0.002,     -0.675
   144, "min",     -1.525,       0.000,      0.000,      0.000,      0.002,     -0.675
   145, "max",      1.552,       0.004,     -0.001,     -0.095,      0.215,      0.489
   145, "min",      1.552,       0.004,     -0.001,     -0.095,     -0.055,     -0.295
   146, "max",      1.552,      -0.004,     -0.001,      0.095,      0.215,      0.295
   146, "min",      1.552,      -0.004,     -0.001,      0.095,     -0.055,     -0.489
   147, "max",      2.171,       0.003,      0.000,      0.045,      0.013,      0.555
   147, "min",      2.171,       0.003,      0.000,      0.045,     -0.087,     -0.045
   148, "max",      2.171,      -0.003,      0.000,     -0.045,      0.013,      0.045
   148, "min",      2.171,      -0.003,      0.000,     -0.045,     -0.087,     -0.555
   149, "max",      2.357,       0.005,     -0.004,      0.199,      0.284,      0.421
   149, "min",      2.357,       0.005,     -0.004,      0.199,     -0.630,     -0.709
   150, "max",      2.357,      -0.005,     -0.004,     -0.199,      0.284,      0.709
   150, "min",      2.357,      -0.005,     -0.004,     -0.199,     -0.630,     -0.421
   151, "max",     -3.650,       0.014,     -0.001,      0.028,      0.105,      1.364
   151, "min",     -3.650,       0.014,     -0.001,      0.028,     -0.152,     -1.500
   152, "max",     -3.650,      -0.014,     -0.001,     -0.028,      0.105,      1.500
   152, "min",     -3.650,      -0.014,     -0.001,     -0.028,     -0.152,     -1.364
   153, "max",      8.825,      -0.021,     -0.000,     -0.057,      0.053,      1.912
   153, "min",      8.825,      -0.021,     -0.000,     -0.057,      0.011,     -2.376
   154, "max",      8.825,       0.021,     -0.000,      0.057,      0.053,      2.376
   154, "min",      8.825,       0.021,     -0.000,      0.057,      0.011,     -1.912
   155, "max",     -6.564,       0.030,     -0.001,     -0.025,      0.076,      3.465
   155, "min",     -6.564,       0.030,     -0.001,     -0.025,     -0.037,     -2.933
   156, "max",     -6.564,      -0.030,     -0.001,      0.025,      0.076,      2.933
   156, "min",     -6.564,      -0.030,     -0.001,      0.025,     -0.037,     -3.465
   157, "max",     11.059,      -0.031,     -0.001,     -0.017,      0.087,      3.058
   157, "min",     11.059,      -0.031,     -0.001,     -0.017,     -0.096,     -3.374
   158, "max",     11.059,       0.031,     -0.001,      0.017,      0.087,      3.374
   158, "min",     11.059,       0.031,     -0.001,      0.017,     -0.096,     -3.058
   159, "max",     -8.711,       0.033,     -0.001,     -0.028,      0.116,      3.759
   159, "min",     -8.711,       0.033,     -0.001,     -0.028,     -0.072,     -3.308
   160, "max",     -8.711,      -0.033,     -0.001,      0.028,      0.116,      3.308
   160, "min",     -8.711,      -0.033,     -0.001,      0.028,     -0.072,     -3.759
   161, "max",     12.227,      -0.038,     -0.000,     -0.002,      0.009,      3.835
   161, "min",     12.227,      -0.038,     -0.000,     -0.002,     -0.042,     -4.066
   162, "max",     12.227,       0.038,     -0.000,      0.002,      0.009,      4.066
   162, "min",     12.227,       0.038,     -0.000,      0.002,     -0.042,     -3.835
   163, "max",    -10.770,       0.044,      0.000,      0.037,     -0.030,      4.379
   163, "min",    -10.770,       0.044,      0.000,      0.037,     -0.033,     -4.946
   164, "max",    -10.770,      -0.044,      0.000,     -0.037,     -0.030,      4.946
   164, "min",    -10.770,      -0.044,      0.000,     -0.037,     -0.033,     -4.379
   165, "max",     13.893,      -0.041,     -0.001,     -0.007,      0.131,      4.045
   165, "min",     13.893,      -0.041,     -0.001,     -0.007,     -0.151,     -4.319
   166, "max",     13.893,       0.041,     -0.001,      0.007,      0.131,      4.319
   166, "min",     13.893,       0.041,     -0.001,      0.007,     -0.151,     -4.045
   167, "max",     -7.534,       0.043,     -0.001,     -0.011,      0.151,      4.427
   167, "min",     -7.534,       0.043,     -0.001,     -0.011,     -0.139,     -4.357
   168, "max",     -7.534,      -0.043,     -0.001,      0.011,      0.151,      4.357
   168, "min",     -7.534,      -0.043,     -0.001,      0.011,     -0.139,     -4.427
   169, "max",     15.832,      -0.051,     -0.002,     -0.142,      0.271,      5.112
   169, "min",     15.832,      -0.051,     -0.002,     -0.142,     -0.065,     -5.296
   170, "max",     15.832,       0.051,     -0.002,      0.142,      0.271,      5.296
   170, "min",     15.832,       0.051,     -0.002,      0.142,     -0.065,     -5.112
   171, "max",     -8.257,       0.044,     -0.000,     -0.155,      0.155,      4.511
